emp_no,first_name,last_name,title,from_date,to_date
298577,Florina,Litecky,Staff,1985-12-02,1986-12-02
298953,Zita,Syang,Staff,1998-12-29,1999-12-29
299718,Denny,Shobatake,Staff,1997-06-22,1998-06-22
400683,Kamakshi,Manders,Staff,1995-08-05,1996-08-04
401154,Danae,Kragelund,Staff,1987-05-20,1988-05-19
402223,Fai,Breugel,Staff,1995-02-27,1996-02-27
493048,Muzhong,Berztiss,Staff,1995-01-23,1996-01-23
27331,Wanqing,Krohm,Staff,1991-01-22,1992-01-22
27150,Chenyi,Plump,Staff,1992-06-23,1993-06-23
402827,Weidon,Pollacia,Staff,1988-02-27,1989-02-26
404573,Eberhardt,Spelt,Staff,1997-07-05,1998-07-05
70469,Tru,Miyakawa,Staff,1990-09-03,1991-09-03
405372,Masami,Merro,Staff,1988-09-23,1989-09-23
474257,Sungwon,Kornyak,Staff,1991-04-04,1992-04-03
474372,Monique,Cyre,Staff,1986-02-13,1987-02-13
10476,Kokou,Iisaka,Staff,1987-09-20,1988-09-19
406847,Alexius,Crouzet,Staff,1999-10-05,2000-10-04
407522,Tommaso,Raczkowsky,Staff,1996-08-29,1997-08-29
408417,Tsz,Daescu,Staff,1994-01-29,1995-01-29
68263,Fumiko,Bodoff,Staff,1991-12-19,1992-12-18
68022,Kristinn,Pearson,Staff,1995-05-07,1996-05-06
408435,Bikash,Vilarrasa,Staff,1999-03-26,2000-03-25
67548,Fumitaka,Roohalamini,Staff,1998-06-27,1999-06-27
494019,Morrie,Iisaku,Staff,1991-05-06,1992-05-05
409112,Sahrah,Mitchem,Staff,1991-03-28,1992-03-27
66757,Yonghong,Baig,Staff,1999-04-10,2000-04-09
410592,Tonia,Shigei,Staff,1993-03-13,1994-03-13
66530,Dung,Leaver,Staff,1998-04-04,1999-04-04
410703,Kitty,Halloran,Staff,1997-11-20,1998-11-20
26476,Bilhanan,Karcich,Staff,1996-04-09,1997-02-04
10410,Takahito,Gecsei,Staff,1993-10-16,1994-10-16
411727,Weiwu,Lamma,Staff,1997-11-05,1998-11-05
412315,Geoff,Peck,Staff,1999-01-08,1999-03-26
413666,Remco,Duclos,Staff,1988-04-18,1989-04-18
64828,Krister,Pappas,Staff,1999-09-30,2000-09-29
475538,Christophe,Leaver,Staff,1998-10-31,1999-10-31
413831,Mohamadou,Grabner,Staff,1991-11-25,1992-11-24
414814,Dayanand,Wielonsky,Staff,1999-02-15,2000-02-15
494493,Masasuke,Koprowski,Staff,1996-11-20,1997-11-20
418247,Oscar,Oppitz,Staff,1995-06-30,1996-06-29
418717,Arunachalam,Magliocco,Staff,1987-12-23,1988-12-22
419099,Heon,Broomell,Staff,1998-05-06,1999-05-06
24394,Zhonghui,Conta,Staff,1994-09-10,1995-09-10
63441,Hinrich,Scallan,Staff,1999-04-04,2000-04-03
420694,Frazer,Barbanera,Staff,1986-11-04,1987-11-04
420759,Raimond,Solovay,Staff,1997-10-03,1998-10-03
420765,Shawna,Krider,Staff,1990-03-09,1991-03-09
420921,Niranjan,Lamba,Staff,1997-11-16,1998-10-10
421074,Zhaofang,Falster,Staff,1994-06-29,1995-06-29
61983,Sastry,Reeken,Staff,1990-07-24,1991-07-24
421384,Renny,Bednarek,Staff,1987-06-01,1988-05-31
61680,Hauke,Templeman,Staff,1991-10-23,1992-10-22
422263,Abdulah,Remmele,Staff,1992-09-24,1993-09-24
477350,Terresa,Vigier,Staff,1998-07-08,1999-07-08
423204,Uma,Stranks,Staff,1991-09-13,1992-09-12
61147,Leszek,Werthner,Staff,1999-03-03,2000-03-02
24189,Abdelaziz,Atrawala,Staff,1993-03-28,1994-03-28
423350,Heping,Monarch,Staff,1988-04-15,1989-04-15
424845,Salvador,Peres,Staff,1995-04-24,1996-04-23
60238,Erzsebet,Claffy,Staff,1997-03-03,1998-03-03
60091,Surveyors,Bade,Staff,1990-04-11,1991-04-11
425535,Alagu,Vieri,Staff,1986-08-23,1987-08-23
59869,Zsolt,Riefers,Staff,1987-09-25,1988-09-24
59661,Saeko,Baik,Staff,1996-05-23,1997-05-23
59640,Zita,Hiltgen,Staff,1999-01-26,2000-01-26
59329,Zissis,Bazzichi,Staff,1987-02-07,1988-02-07
425875,Jahangir,Kroft,Staff,1990-06-11,1991-06-11
58601,Sungwon,Asser,Staff,2000-01-27,2000-04-01
426168,Kaijung,Mateescu,Staff,1987-11-18,1988-11-17
426235,Danco,Rajala,Staff,1991-03-29,1992-03-28
426818,Gaurav,Fendler,Staff,1992-02-15,1993-02-14
478858,Hidekazu,Perna,Staff,1999-11-08,2000-11-07
58141,Bezalel,Karner,Staff,1994-09-27,1995-09-27
22455,Barry,Unno,Staff,1990-11-16,1991-11-16
427332,Feiyu,Hemaspaandra,Staff,1995-06-04,1996-06-03
427776,Jaques,Navazio,Staff,1989-04-04,1990-04-04
427823,Jaques,Gecsei,Staff,1999-07-13,2000-07-12
428160,Jamaludin,Kalorkoti,Staff,1993-07-14,1994-07-14
22451,Jasminko,Bresenham,Staff,1987-12-16,1988-12-15
494978,Bezalel,Himler,Staff,1999-07-09,2000-07-08
429040,Bader,Detkin,Staff,1993-10-24,1994-10-24
479601,Kayoko,Bahi,Staff,1997-02-19,1998-02-19
429316,Seshu,Hiraishi,Staff,1994-08-10,1995-08-10
22027,Sangeeta,Georg,Staff,1992-07-31,1993-07-31
429756,Jiann,Hofmeyr,Staff,1992-02-03,1993-02-02
429899,Ranan,Marsiglia,Staff,1999-08-13,2000-08-12
54800,Breannda,Cangellaris,Staff,2000-01-27,2001-01-26
54795,Sumant,Nergos,Staff,1993-05-07,1994-05-07
429954,Renny,Gladwell,Staff,1999-02-27,2000-02-27
432031,Adamantios,Matzat,Staff,1987-03-01,1988-02-29
53891,Olivera,Pargaonkar,Staff,1989-03-13,1990-03-13
53874,Bodo,Schade,Staff,1986-02-14,1987-02-14
53746,Manu,Erva,Staff,1989-03-17,1990-03-17
433059,Bojan,Montresor,Staff,1995-02-04,1996-02-04
433157,Tomofumi,Serna,Staff,1999-10-23,2000-10-22
479695,Masamitsu,Murrill,Staff,1996-06-27,1997-06-27
53314,Eberhardt,Carrera,Staff,1999-02-23,2000-02-23
12643,Morrie,Schurmann,Staff,1998-12-31,1999-12-31
434845,Takushi,Skogmar,Staff,1985-06-07,1986-06-07
435042,Brigham,Borstler,Staff,1995-10-09,1996-10-08
435060,Moie,Lieblein,Staff,1996-07-12,1997-07-12
52770,Shugo,Yurek,Staff,1992-08-28,1993-08-28
21534,Alagu,Luders,Staff,1996-04-03,1997-04-03
435305,Berthier,Pramanik,Staff,1993-01-23,1994-01-23
481213,Shigehiro,Haldar,Staff,1991-12-14,1992-12-13
481399,Amabile,Crelier,Staff,1998-06-16,1999-06-16
496100,Pranjal,Reinhard,Staff,1995-05-08,1996-05-07
435774,Olivera,Bharadwaj,Staff,1992-04-01,1993-04-01
436797,Ohad,Henders,Staff,1990-11-03,1991-11-03
481467,Margareta,Polajnar,Staff,1989-02-24,1990-02-24
436915,Feixiong,Haraldson,Staff,1998-10-11,1999-10-11
51118,Fumiko,Mundy,Staff,1998-09-22,1999-09-22
437395,Sumant,Thambidurai,Staff,1994-01-02,1995-01-02
496978,Danco,Debuse,Staff,1993-09-10,1994-09-10
51036,Chriss,Fasbender,Staff,1995-05-23,1996-05-22
437724,Erez,Luft,Staff,1994-12-14,1995-12-14
50670,Boguslaw,Snedden,Staff,1985-02-20,1986-02-20
50453,Aron,Harbusch,Staff,1997-10-02,1998-10-02
437870,Kerhong,Lorho,Staff,1995-06-18,1996-06-17
438264,Rasikan,Barreiro,Staff,1991-09-27,1992-09-26
439905,Kousuke,Levasseur,Staff,1990-03-16,1991-03-16
482354,Jayson,Zockler,Staff,1999-11-06,2000-11-05
49464,Siddarth,Cappelletti,Staff,1999-09-10,2000-09-09
441197,Miquel,Legleitner,Staff,1985-06-28,1986-06-28
441965,Claudi,Heijenga,Staff,1988-08-30,1989-08-30
442700,Siddarth,Masada,Staff,1997-08-11,1998-08-11
49010,Kazuhisa,Benantar,Staff,1989-10-23,1990-10-23
20248,Vidar,Demri,Staff,1999-12-31,2000-12-30
482755,Jouni,Conia,Staff,1994-10-31,1995-10-31
443339,Shir,Krone,Staff,1996-10-02,1997-10-02
48690,Hitomi,Schaap,Staff,1999-09-27,2000-09-26
48275,Sariel,Massonet,Staff,1987-11-20,1988-11-19
47702,Juyoung,Vieri,Staff,1991-08-12,1992-08-11
443632,Bernd,Conia,Staff,1999-11-25,2000-11-24
443841,Shaw,Kading,Staff,1992-07-16,1993-07-16
444643,Berna,Schonegge,Staff,1998-06-28,1999-06-28
498337,Naraig,Docker,Staff,1997-05-17,1998-05-17
445152,Heping,Peac,Staff,1985-03-20,1986-03-20
482944,Duke,Journel,Staff,1991-10-26,1992-10-25
445201,Randi,Alblas,Staff,1992-05-02,1993-05-02
10291,Dipayan,Seghrouchni,Staff,1987-03-30,1988-03-29
46222,Mrinalini,Strooper,Staff,1990-03-05,1991-03-05
46015,Weiye,Masand,Staff,1995-07-24,1996-07-23
46000,Zhaofang,Penn,Staff,1997-07-24,1998-07-24
445723,Gaurav,Roison,Staff,1986-10-22,1987-10-22
446121,Fay,Cochrane,Staff,1999-12-13,2000-12-12
447376,Kirk,Zongker,Staff,1999-12-10,2000-12-09
484142,Perry,Cooman,Staff,1987-04-23,1988-04-22
43358,Ottavia,Mitsuhashi,Staff,1989-08-18,1990-08-18
43154,Maha,Waterhouse,Staff,1997-07-04,1998-07-04
448165,Anyuan,Schwaller,Staff,1993-08-31,1994-08-31
42778,Shuji,Remmers,Staff,1987-12-18,1988-12-17
18583,Stafford,Honglei,Staff,1998-08-16,1999-08-16
448900,Mart,Talmor,Staff,1999-05-11,2000-05-10
448994,Haldun,Syang,Staff,1997-02-11,1998-02-11
449815,Fumitaka,Quittner,Staff,1988-04-20,1989-04-20
449966,Mabry,Knightly,Staff,1994-01-04,1995-01-04
487505,Uno,Jayawardene,Staff,1987-11-02,1988-11-01
18187,Denis,Falster,Staff,1998-12-21,1999-06-03
488142,Denis,Narlikar,Staff,1991-07-01,1992-06-30
40648,Wayne,Erev,Staff,1990-09-19,1991-09-19
450510,Boalin,Tramer,Staff,1992-04-13,1993-02-24
450888,Sedat,Rande,Staff,1995-03-25,1996-03-24
40269,Toshiki,Ghazalie,Staff,1991-12-05,1992-12-04
39952,Otmar,Sudbeck,Staff,1998-07-22,1999-07-22
451253,Jaihie,Ozeri,Staff,1991-06-21,1992-06-20
488632,Irena,Baalen,Staff,1999-11-22,2000-11-21
452206,Arra,Esposito,Staff,1994-11-03,1995-11-03
39036,Changho,Cappelli,Staff,1996-05-04,1997-05-04
39000,Martijn,Vendrig,Staff,1997-03-03,1998-03-03
38947,Shuichi,Ruemmler,Staff,1991-03-08,1992-03-07
452957,Alair,Nanard,Staff,1996-02-10,1997-02-09
453154,Gao,Lally,Staff,1996-03-01,1997-03-01
210752,Saniya,Stenning,Staff,1986-12-10,1987-12-10
210292,Lihong,Zeilberger,Staff,1996-04-28,1997-04-28
210786,Werner,Ranze,Staff,1998-06-05,1999-06-05
211569,Zhonghua,Snyers,Staff,1988-10-08,1989-10-08
453644,Berni,Takkinen,Staff,1992-06-08,1993-06-08
212093,Leni,Henders,Staff,1993-11-19,1994-11-19
38017,Ulf,Himler,Staff,1994-01-02,1995-01-02
212131,Debatosh,Rajala,Staff,1994-01-19,1994-04-22
213140,Tru,Danecki,Staff,1997-03-31,1998-03-31
215419,Flemming,Kroha,Staff,1995-01-23,1996-01-23
455113,Manohar,Rothenberg,Staff,1999-04-22,2000-04-21
215746,Sven,Speer,Staff,1999-07-08,2000-07-07
457146,Jinpo,Heyers,Staff,1999-01-07,2000-01-07
488707,Mihalis,Remmers,Staff,1990-03-01,1991-03-01
215843,Pramod,Loncour,Staff,1987-03-31,1988-03-30
207401,Shuji,Barbanera,Staff,1987-08-10,1988-08-09
216246,Francoise,Rullman,Staff,1997-12-30,1998-12-30
457305,Sorina,Lakshmanan,Staff,1994-09-03,1995-09-03
217272,Yuchang,Eldridge,Staff,1986-08-01,1987-08-01
217363,Horward,Marzano,Staff,1996-04-11,1997-04-11
36844,Hailing,Levergood,Staff,2000-01-12,2001-01-11
206748,Yucai,Fabrizio,Staff,1999-10-06,2000-10-05
218829,Eckart,Foong,Staff,1989-11-26,1990-11-26
36733,Uma,Reinhard,Staff,1997-11-01,1998-11-01
205660,Kien,Barreiro,Staff,1997-08-25,1998-08-25
219052,Marsal,Acton,Staff,1995-08-02,1996-08-01
205362,Masasuke,Makinen,Staff,1992-07-02,1993-07-02
205174,Leszek,Spinelli,Staff,1998-12-10,1999-12-10
219417,Subhrajyoti,Denna,Staff,1996-07-25,1997-07-25
220418,Poorav,Laventhal,Staff,1997-08-16,1998-08-16
204470,Hein,Lichtner,Staff,1995-04-03,1996-04-01
36521,Serif,Gladwell,Staff,1987-03-06,1988-03-05
204117,Jessie,Nooteboom,Staff,1999-08-13,2000-08-12
203946,Yefim,Marwedel,Staff,1993-03-30,1994-03-30
17618,Teiji,Picco,Staff,1992-09-17,1993-09-17
254399,Armond,Lores,Technique Leader,1999-09-16,2000-09-15
454378,Gina,Ossenbruggen,Technique Leader,1998-01-03,1999-01-03
205085,Moni,Kornyak,Technique Leader,1991-09-26,1992-09-25
474796,Zongyan,Shackel,Technique Leader,1986-11-09,1987-11-09
10122,Ohad,Esposito,Technique Leader,1998-08-06,1999-08-06
31188,Leandro,Gist,Technique Leader,1993-02-03,1994-02-03
255779,Heejo,Merle,Technique Leader,1997-09-04,1998-09-04
448769,Mong,Dichev,Technique Leader,1997-10-11,1998-10-11
50587,Slavian,Yemenis,Technique Leader,1993-08-06,1994-08-06
28222,Mayuko,Vitiello,Technique Leader,1993-12-22,1994-12-22
226216,Giordano,Gini,Technique Leader,1993-08-14,1994-08-14
219497,Moie,Zastre,Technique Leader,1991-10-11,1992-10-10
105342,Kwun,Reeker,Technique Leader,1999-07-29,2000-07-28
409798,Dekang,Tsunoo,Technique Leader,1995-01-19,1996-01-19
237400,Guadalupe,Perri,Technique Leader,1996-06-27,1997-06-27
220625,Shigenori,Deville,Technique Leader,1992-12-24,1993-12-24
456824,Aloke,Neiman,Technique Leader,1985-07-10,1986-07-10
252318,Keung,Simmel,Technique Leader,1995-11-17,1996-11-16
41114,Petter,Thummel,Technique Leader,1995-12-24,1996-12-23
27970,KayLiang,Miyakawa,Technique Leader,1995-11-22,1996-11-21
429087,Hugh,Senzako,Technique Leader,1992-10-15,1993-10-15
65171,Jeane,Tasistro,Technique Leader,1994-07-06,1995-07-06
287436,Sasan,Deville,Technique Leader,1994-10-11,1995-10-11
79043,Katsuo,Hockney,Technique Leader,1999-11-07,2000-11-06
287808,Vidar,Ozeki,Technique Leader,1996-06-17,1997-06-17
40983,Marla,Cherinka,Technique Leader,1986-12-01,1987-12-01
260153,Mingdong,Baar,Technique Leader,1991-10-14,1992-10-13
450255,Udo,Waymire,Technique Leader,1986-06-14,1987-06-14
10663,Teunis,Noriega,Technique Leader,1993-01-23,1994-01-23
260501,Dzung,Pargas,Technique Leader,1990-05-17,1991-05-17
429553,Tadanori,Fujisawa,Technique Leader,1999-08-07,2000-07-04
413729,Harjit,Ernst,Technique Leader,1992-04-26,1993-04-26
457337,Xumin,Beidas,Technique Leader,1995-04-27,1996-04-26
77647,Niranjan,Schaaf,Technique Leader,1989-11-05,1990-11-05
238112,Miomir,Frezza,Technique Leader,1991-05-25,1992-05-24
33215,Steen,Fasbender,Technique Leader,1993-02-14,1994-02-14
467269,Nahum,Lambe,Technique Leader,1989-08-31,1990-08-31
77030,Faiza,Garnham,Technique Leader,1986-03-02,1987-03-02
263186,Danny,Lowrie,Technique Leader,1995-09-13,1996-09-12
64431,Faiza,Zongker,Technique Leader,1995-12-10,1996-12-09
450309,Gill,Orlowska,Technique Leader,1986-12-25,1987-12-25
30154,Mayuko,Skafidas,Technique Leader,1999-04-19,2000-04-18
463472,Jaber,Sethi,Technique Leader,1995-06-06,1996-06-05
13499,Kazuhiko,Sidou,Technique Leader,1991-09-01,1992-08-31
497835,Shuho,Laurillard,Technique Leader,1999-10-06,2000-10-05
476361,Doohun,Preusig,Technique Leader,1985-04-13,1986-04-13
88422,Jungsoon,Birsak,Technique Leader,1985-04-03,1986-04-03
236315,IEEE,Raczkowsky,Technique Leader,1996-07-24,1997-07-24
203599,Ewing,DiGiano,Technique Leader,2000-02-01,2001-01-31
75760,Jahangir,Radhakrishnan,Technique Leader,1991-04-19,1992-04-18
420681,Atilio,Rajala,Technique Leader,1999-12-01,2000-11-30
203495,Zongyan,Gips,Technique Leader,1997-05-31,1998-05-31
476488,Yuping,Kuhnemann,Technique Leader,1986-12-13,1987-12-13
468360,Huei,Saoudi,Technique Leader,1994-08-10,1995-08-10
291352,Danai,Trelles,Technique Leader,1992-04-17,1993-04-17
217286,Yannik,Spelt,Technique Leader,1992-09-22,1993-09-22
34936,Bokyung,Stamatiou,Technique Leader,1991-02-12,1992-02-12
457653,Yakichi,Naumovich,Technique Leader,1988-06-12,1988-07-03
269186,Vitali,Dayang,Technique Leader,1988-09-21,1989-09-21
251814,Mitsuyuki,Zockler,Technique Leader,1998-09-14,1999-09-14
218022,Mokhtar,Poupard,Technique Leader,1992-02-02,1993-02-01
295255,Jacopo,Bellone,Technique Leader,1988-03-13,1989-03-13
445514,Tuval,Albarhamtoshy,Technique Leader,1990-09-24,1991-09-24
240011,Heather,Luef,Technique Leader,1989-02-24,1990-02-24
296303,Mariangiola,Heyers,Technique Leader,1992-08-04,1993-08-04
296621,Bokyung,Plump,Technique Leader,1986-07-05,1987-07-05
296962,Wilmer,Luke,Technique Leader,1987-02-13,1988-02-13
229386,Pohua,Tasistro,Technique Leader,1989-06-02,1990-06-02
471532,Feiyu,Decleir,Technique Leader,1998-09-13,1999-09-13
84942,Shin,Fujisaki,Technique Leader,1988-02-23,1989-02-22
273159,Divine,Hofmeyr,Technique Leader,1989-04-14,1990-04-14
93600,Kristina,Neimat,Technique Leader,1988-04-18,1989-04-18
52778,Alain,Penn,Technique Leader,1986-05-03,1987-05-03
94331,Ramzi,Cronau,Technique Leader,1999-09-03,2000-09-02
45590,Masoud,Genin,Technique Leader,1991-02-16,1992-02-16
445570,Van,Nations,Technique Leader,1986-08-11,1987-08-11
423993,Seshu,Kolvik,Technique Leader,1988-12-09,1989-12-09
24080,Jaana,Perez,Technique Leader,1996-03-11,1997-03-11
480268,Gaurav,Cheshire,Technique Leader,1989-03-30,1990-03-30
401574,Yannik,Falco,Technique Leader,1988-01-15,1989-01-14
219035,Kristine,Bierman,Technique Leader,1988-05-13,1989-05-13
445941,Masako,Dechter,Technique Leader,1985-09-25,1986-09-25
483213,Phillip,Munch,Technique Leader,1991-09-02,1992-09-01
59966,Steen,Salvesen,Technique Leader,1993-02-03,1994-02-03
17970,Filipp,Carrere,Technique Leader,1989-01-09,1990-01-09
28988,Tua,Giveon,Technique Leader,1998-09-09,1999-09-09
278386,Caolyn,Poujol,Technique Leader,1995-12-03,1996-12-02
446897,Takahiro,Dalton,Technique Leader,1992-09-30,1993-09-30
251403,Utpal,DuBourdieux,Technique Leader,1997-11-19,1998-11-19
447599,Heeju,Kemmerer,Technique Leader,1991-12-26,1992-12-25
406125,Georgi,Portugali,Technique Leader,1987-09-27,1988-09-26
59195,Ronnie,Pollock,Technique Leader,1990-06-19,1991-06-19
109252,Moty,Winter,Technique Leader,1991-04-28,1992-04-27
23396,Hilari,Fairtlough,Technique Leader,1986-12-15,1987-12-15
280411,Hironoby,Farrar,Technique Leader,1987-11-03,1988-11-02
68648,Jaques,DiGiano,Technique Leader,1992-04-01,1993-04-01
223595,Chiranjit,Dredge,Technique Leader,1999-09-05,2000-09-04
478439,Yuichiro,Bale,Technique Leader,1997-11-04,1998-11-04
81545,Larisa,Kornyak,Technique Leader,1996-03-10,1997-03-10
